question,ground_truth
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.8.3.1 state exactly? Answer with only the text of the rule and no other words.,"Positive Locking Mechanisms are defined as those which:
a. Technical Inspectors / team members can see that the device/system is in place (visible).
b. Do not rely on the clamping force to apply the locking or anti vibration feature.
Meaning If the fastener begins to loosen, the locking device still prevents the fastener coming
completely loose"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.8.3.2 state exactly? Answer with only the text of the rule and no other words.,"Examples of acceptable Positive Locking Mechanisms include, but are not limited to:
a. Correctly installed safety wiring
b. Cotter pins
c. Nylon lock nuts (where temperature does not exceed 80°C)
d. Prevailing torque lock nuts
Lock washers, bolts with nylon patches and thread locking compounds (Loctite®), DO NOT
meet the positive locking requirement."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.8.4 state exactly? Answer with only the text of the rule and no other words.,"Requirements for All Fasteners
Adjustable tie rod ends must be constrained with a jam nut to prevent loosening."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.1.1 state exactly? Answer with only the text of the rule and no other words.,"High Voltage – HV
Any voltage more than 60 V DC or 25 V AC RMS"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.1.2 state exactly? Answer with only the text of the rule and no other words.,"Low Voltage - LV
Any voltage less than and including 60 V DC or 25 V AC RMS"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.1.3 state exactly? Answer with only the text of the rule and no other words.,"Normally Open
A type of electrical relay or contactor that allows current flow only in the energized state"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.2.1 state exactly? Answer with only the text of the rule and no other words.,"All Low Voltage Batteries and onboard power supplies must be securely mounted inside the
Chassis below the height of the Shoulder Belt Mount T.2.6"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.2.2 state exactly? Answer with only the text of the rule and no other words.,"All Low Voltage batteries must have Overcurrent Protection that trips at or below the
maximum specified discharge current of the cells"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.2.3 state exactly? Answer with only the text of the rule and no other words.,The hot (ungrounded) terminal must be insulated.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.2.4 state exactly? Answer with only the text of the rule and no other words.,"Any wet cell battery located in the driver compartment must be enclosed in a nonconductive
marine type container or equivalent."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.2.5 state exactly? Answer with only the text of the rule and no other words.,"Batteries or battery packs based on lithium chemistry must meet one of the two:
a. Have a rigid, sturdy casing made from Nonflammable Material
b. A commercially available battery designed as an OEM style replacement"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.2.6 state exactly? Answer with only the text of the rule and no other words.,"All batteries using chemistries other than lead acid must be presented at Technical Inspection
with markings identifying it for comparison to a datasheet or other documentation proving
the pack and supporting electronics meet all rules requirements"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.3 state exactly? Answer with only the text of the rule and no other words.,"Master Switches
Each Master Switch ( IC.9.3 / EV.7.9 ) must meet the following:"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.3.1 state exactly? Answer with only the text of the rule and no other words.,"Location
a. On the driver’s right hand side of the vehicle
b. In proximity to the Main Hoop
c. At the driver's shoulder height
d. Able to be easily actuated from outside the vehicle"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.3.2 state exactly? Answer with only the text of the rule and no other words.,"Characteristics
a. Be of the rotary mechanical type
b. Be rigidly mounted to the vehicle and must not be removed during maintenance
c. Mounted where the rotary axis of the key is near horizontal and across the vehicle
d. The ON position must be in the horizontal position and must be marked accordingly
e. The OFF position must be clearly marked
f. (EV Only) Operated with a red removable key that must only be removable in the
electrically open position"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.4.1 state exactly? Answer with only the text of the rule and no other words.,"Inertia Switch Requirement
• (EV) Must have an Inertia Switch
• (IC) Should have an Inertia Switch"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.4.2 state exactly? Answer with only the text of the rule and no other words.,"The Inertia Switch must be:
a. A Sensata Resettable Crash Sensor or equivalent
b. Mechanically and rigidly attached to the vehicle
c. Removable to test functionality"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.9.4.3 state exactly? Answer with only the text of the rule and no other words.,"Inertia Switch operation:
a. Must trigger due to a longitudinal impact load which decelerates the vehicle at between
8 g and 11 g depending on the duration of the deceleration (refer to spec sheet of the
Sensata device)
b. Must Open the Shutdown Circuit IC.9.2.2 / EV.7.2.2 if triggered
c. Must latch until manually reset
d. May be reset by the driver from inside the driver's cell"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.1.1 state exactly? Answer with only the text of the rule and no other words.,"The assigned vehicle number must appear on the vehicle as follows:
a. Locations: in three places, on the front of the chassis and both sides
b. Height: 150 mm minimum
c. Font: Block numbers (sans serif characters without italic, outline, shadow, or cursive
numbers)
d. Stroke Width and Spacing between numbers: 18 mm minimum
e. Color: White numbers on a black background OR black numbers on a white background
f. Background: round, oval, square or rectangular
g. Spacing: 25 mm minimum between the edge of the numbers and the edge of the
background
h. The numbers must not be obscured by parts of the vehicle"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.1.2 state exactly? Answer with only the text of the rule and no other words.,Additional letters or numerals must not show before or after the vehicle number
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.2 state exactly? Answer with only the text of the rule and no other words.,"School Name
Each vehicle must clearly display the school name.
a. Abbreviations are allowed if unique and generally recognized
b. The name must be in Roman characters minimum 50 mm high on both sides of the
vehicle.
c. The characters must be placed on a high contrast background in an easily visible location.
d. The school name may also appear in non Roman characters, but the Roman character
version must be uppermost on the sides."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.3 state exactly? Answer with only the text of the rule and no other words.,"SAE Logo
The SAE International Logo must be displayed on the front and/or both sides of the vehicle in
a prominent location."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.4 state exactly? Answer with only the text of the rule and no other words.,"Inspection Sticker
The vehicle must have space for the Inspection Sticker(s) IN.13.2 that is:
• A clear and unobstructed area, minimum 25 cm wide x 20 cm high
• Located on the upper front surface of the nose along the vehicle centerline"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.5.1 state exactly? Answer with only the text of the rule and no other words.,"Each vehicle must have a functional, properly mounted transponder and/or RFID tag of the
specified type(s)"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.1.5.2 state exactly? Answer with only the text of the rule and no other words.,"Refer to the Rules FAQ on the FSAE Online website for transponder and RFID tag information
and mounting details"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.1.1 state exactly? Answer with only the text of the rule and no other words.,A Jacking Point must be provided at the rear of the vehicle
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.1.2 state exactly? Answer with only the text of the rule and no other words.,"The Jacking Point must be:
a. Capable of supporting the vehicle weight and of engaging the organizer Quick Jacks
b. Visible to a person standing 1 m behind the vehicle
c. Color: Orange
d. Oriented laterally and perpendicular to the centerline of the vehicle
e. Made from round, 25 - 30 mm OD aluminum or steel tube
f. Exposed around the lower 180° of its circumference over a minimum length of 280 mm
g. Access from the rear of the tube must be unobstructed for 300 mm or more of its length
h. The height of the tube must allow 75 mm minimum clearance from the bottom of the
tube to the ground
i. When the vehicle is raised to where the bottom of the tube is 200 mm above ground, the
wheels do not touch the ground when they are in full rebound"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.2 state exactly? Answer with only the text of the rule and no other words.,"Push Bar
Each vehicle must have a removable device which attaches to the rear of the vehicle that:
a. Allows two people, standing erect behind the vehicle, to push the vehicle around the
competition site
b. Is capable of slowing and stopping the forward motion of the vehicle and pulling it
rearwards"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.3.1 state exactly? Answer with only the text of the rule and no other words.,"Each team must have two or more fire extinguishers.
a. One extinguisher must readily be available in the team’s paddock area
b. One extinguisher must accompany the vehicle when moved using the push bar
A commercially available on board fire system may be used instead of the fire
extinguisher that accompanies the vehicle"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.3.2 state exactly? Answer with only the text of the rule and no other words.,Hand held fire extinguishers must NOT be mounted on or in the vehicle
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.3.3 state exactly? Answer with only the text of the rule and no other words.,"Each fire extinguisher must meet the following:
a. Capacity: 0.9 kg (2 lbs)
b. Working Medium: Dry chemical/dry powder. Aqueous Film Forming Foam (AFFF) and
Halon extinguishers and systems are prohibited.
c. Equipped with a manufacturer installed pressure/charge gauge.
d. Minimum acceptable ratings:
• USA, Canada & Brazil: 10BC or 1A 10BC
• Europe: 34B or 5A 34B
• Australia: 20BE or 1A 10BE
e. Extinguishers of larger capacity (higher numerical ratings) are acceptable."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.4 state exactly? Answer with only the text of the rule and no other words.,"Electrical Equipment (EV Only)
The following items must accompany the vehicle at all times:
• Two pairs of High Voltage insulating gloves
• A multimeter"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.5.1 state exactly? Answer with only the text of the rule and no other words.,The mounts for video/photographic cameras must be of a safe and secure design.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.5.2 state exactly? Answer with only the text of the rule and no other words.,All camera installations must be approved at Technical Inspection.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.5.3 state exactly? Answer with only the text of the rule and no other words.,Helmet mounted cameras and helmet camera mounts are prohibited.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.5.4 state exactly? Answer with only the text of the rule and no other words.,"The body of a camera or recording unit that weighs more than 0.25 kg must be secured at a
minimum of two points on different sides of the camera body."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.2.5.5 state exactly? Answer with only the text of the rule and no other words.,"If a tether is used to restrain the camera, the tether length must be limited to prevent contact
with the driver."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.1.1 state exactly? Answer with only the text of the rule and no other words.,"Any Driver Equipment:
a. Must be in good condition with no tears, rips, open seams, areas of significant wear,
abrasions or stains which might compromise performance.
b. Must fit properly
c. May be inspected at any time"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.1.2 state exactly? Answer with only the text of the rule and no other words.,"Flame Resistant Material
For this section some, but not all, of the approved materials are: Carbon X, Indura, Nomex,
Polybenzimidazole (common name PBI) and Proban."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.1.3 state exactly? Answer with only the text of the rule and no other words.,"Synthetic Material – Prohibited
Shirts, socks or other undergarments (not to be confused with flame resistant underwear)
made from nylon or any other synthetic material which could melt when exposed to high heat
are prohibited."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.1.4 state exactly? Answer with only the text of the rule and no other words.,Officials may impound any non approved Driver Equipment until the end of the competition.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.2.1 state exactly? Answer with only the text of the rule and no other words.,"The driver must wear a helmet which:
a. Is closed face with an integral, immovable chin guard
b. Contains an integrated visor/face shield supplied with the helmet
c. Meets an approved standard
d. Is properly labeled for that standard"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.2.2 state exactly? Answer with only the text of the rule and no other words.,"Acceptable helmet standards are listed below. Any additional approved standards are shown
on the Technical Inspection Form or the FAQ on the FSAE Online website.
a. Snell K2010, K2015, K2020, M2010, M2015, M2020, SA2010, SAH2010, SA2015, SA2020
b. SFI Specs 31.1/2010, 31.1/2015, 41.1/2010, 41.1/2015
c. FIA Standards FIA 8860-2004, FIA 8860-2010, FIA 8860-2018, FIA 8859-2015"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3 state exactly? Answer with only the text of the rule and no other words.,"Driver Gear
The driver must wear the following:"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.1 state exactly? Answer with only the text of the rule and no other words.,"Driver Suit
A one piece suit, made from a minimum of two layers of Flame Resistant Material that covers
the body from the neck to the ankles and the wrists.
Each suit must meet one or more of the following standards and be labeled as such:
• SFI 3.2A/5 (or higher ex: /10, /15, /20)
• SFI 3.4/5 (or higher ex: /10, /15, /20)
• FIA Standard 1986
• FIA Standard 8856-2000
• FIA Standard 8856-2018"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.2 state exactly? Answer with only the text of the rule and no other words.,"Underclothing
All competitors should wear fire retardant underwear (long pants and long sleeve shirt) under
their approved Driver Suit."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.3 state exactly? Answer with only the text of the rule and no other words.,"Balaclava
A Balaclava (head sock) which covers the driver’s head, hair and neck, made from Flame
Resistant Material"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.4 state exactly? Answer with only the text of the rule and no other words.,"Socks
Socks made from Flame Resistant Material that cover the bare skin between the driver’s suit
and the Shoes."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.5 state exactly? Answer with only the text of the rule and no other words.,"Shoes
Shoes or boots made from Flame Resistant Material that meet an approved standard and
labeled as such:
• SFI Spec 3.3
• FIA Standard 8856-2000
• FIA Standard 8856-2018"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.6 state exactly? Answer with only the text of the rule and no other words.,"Gloves
Gloves made from Flame Resistant Material.
Gloves of all leather construction or fire retardant gloves constructed using leather palms with
no insulating Flame Resistant Material underneath are not acceptable."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule VE.3.3.7 state exactly? Answer with only the text of the rule and no other words.,"Arm Restraints
a. Arm restraints must be worn in a way that the driver can release them and exit the
vehicle unassisted regardless of the vehicle’s position.
b. Arm restraints must be commercially manufactured. Arm restraints certified to SFI Spec
3.3 and labeled as such meet this requirement."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.1.1.1 state exactly? Answer with only the text of the rule and no other words.,"The engine(s) used to power the vehicle must:
a. Be a piston engine(s) using a four stroke primary heat cycle
b. Have a total combined displacement less than or equal to 710 cc per cycle."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.1.1.2 state exactly? Answer with only the text of the rule and no other words.,"Hybrid powertrains, such as those using electric motors running off stored energy, are
prohibited."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.1.1.3 state exactly? Answer with only the text of the rule and no other words.,"All waste/rejected heat from the primary heat cycle may be used. The method of conversion is
not limited to the four stroke cycle."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.1.1.4 state exactly? Answer with only the text of the rule and no other words.,The engine may be modified within the restrictions of the rules.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.1.2 state exactly? Answer with only the text of the rule and no other words.,"Air Intake and Fuel System Location
All parts of the engine air system and fuel control, delivery and storage systems (including the
throttle or carburetor, and the complete air intake system, including the air cleaner and any
air boxes) must lie inside the Tire Surface Envelope F.1.14"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.2.2 state exactly? Answer with only the text of the rule and no other words.,"Any portion of the air intake system that is less than 350 mm above the ground must be
shielded from side or rear impacts by structure built per F.6.4 / F.7.5 as applicable."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.3.1 state exactly? Answer with only the text of the rule and no other words.,"The intake manifold must be securely attached to the engine block or cylinder head with
brackets and mechanical fasteners.
• Hose clamps, plastic ties, or safety wires do not meet this requirement.
• The use of rubber bushings or hose is acceptable for creating and sealing air passages,
but is not a structural attachment."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.3.2 state exactly? Answer with only the text of the rule and no other words.,"Threaded fasteners used to secure and/or seal the intake manifold must have a Positive
Locking Mechanism, see T.8.3."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.3.3 state exactly? Answer with only the text of the rule and no other words.,"Intake systems with significant mass or cantilever from the cylinder head must be supported
to prevent stress to the intake system.
a. Supports to the engine must be rigid.
b. Supports to the Chassis must incorporate some isolation to allow for engine movement
and chassis flex."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.4.1 state exactly? Answer with only the text of the rule and no other words.,"All airflow to the engine(s) must pass through a single circular restrictor placed in the intake
system."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.4.2 state exactly? Answer with only the text of the rule and no other words.,"The only allowed sequence of components are the following:
a. For naturally aspirated engines, the sequence must be: throttle body, restrictor, and
engine.
b. For turbocharged or supercharged engines, the sequence must be: restrictor,
compressor, throttle body, engine."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.4.3 state exactly? Answer with only the text of the rule and no other words.,"The maximum restrictor diameters at any time during the competition are:
a. Gasoline fueled vehicles 20.0 mm
b. E85 fueled vehicles 19.0 mm"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.4.4 state exactly? Answer with only the text of the rule and no other words.,The restrictor must be located to facilitate measurement during Technical Inspection
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.4.5 state exactly? Answer with only the text of the rule and no other words.,The circular restricting cross section must NOT be movable or flexible in any way
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.4.6 state exactly? Answer with only the text of the rule and no other words.,The restrictor must not be part of the movable portion of a barrel throttle body.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.5.1 state exactly? Answer with only the text of the rule and no other words.,"The intake air may be cooled with an intercooler (a charge air cooler).
a. It must be located downstream of the throttle body
b. Only ambient air may be used to remove heat from the intercooler system
c. Air to air and water to air intercoolers are permitted
d. The coolant of a water to air intercooler system must meet T.5.4.1"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.5.2 state exactly? Answer with only the text of the rule and no other words.,"If pop-off valves, recirculation valves, or heat exchangers (intercoolers) are used, they must be
positioned in the intake system as shown in IC.2.4.2.b"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.5.3 state exactly? Answer with only the text of the rule and no other words.,"Plenums must not be located anywhere upstream of the throttle body
For the purpose of definition, a plenum is any tank or volume that is a significant enlargement
of the normal intake runner system. Teams may submit their designs via a Rules Question for
review prior to competition if the legality of their proposed system is in doubt."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.5.4 state exactly? Answer with only the text of the rule and no other words.,"The maximum allowable area of the inner diameter of the intake runner system between the
restrictor and throttle body is 2825 mm2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.2.6 state exactly? Answer with only the text of the rule and no other words.,"Connections to Intake
Any crankcase or engine lubrication vent lines routed to the intake system must be connected
upstream of the intake system restrictor."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.3.1.1 state exactly? Answer with only the text of the rule and no other words.,"The vehicle must have a carburetor or throttle body.
a. The carburetor or throttle body may be of any size or design.
b. Boosted applications must not use carburetors."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.3.2 state exactly? Answer with only the text of the rule and no other words.,"Throttle Actuation Method
The throttle may be actuated:
a. Mechanically by a cable or rod system IC.3.3
b. By Electronic Throttle Control IC.4"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.3.3.1 state exactly? Answer with only the text of the rule and no other words.,"The throttle cable or rod must:
a. Have smooth operation
b. Have no possibility of binding or sticking
c. Be minimum 50 mm from any exhaust system component and out of the exhaust stream
d. Be protected from being bent or kinked by the driver’s foot when it is operated by the
driver or when the driver enters or exits the vehicle"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.3.3.2 state exactly? Answer with only the text of the rule and no other words.,"The throttle actuation system must use two or more return springs located at the throttle
body.
Throttle Position Sensors (TPS) are NOT acceptable as return springs"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.3.3.3 state exactly? Answer with only the text of the rule and no other words.,"Failure of any component of the throttle system must not prevent the throttle returning to
the closed position."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4 state exactly? Answer with only the text of the rule and no other words.,"ELECTRONIC THROTTLE CONTROL
This section IC.4 applies only when Electronic Throttle Control is used
An Electronic Throttle Control (ETC) system may be used. This is a device or system which
may change the engine throttle setting based on various inputs."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.1.1 state exactly? Answer with only the text of the rule and no other words.,The electronic throttle must automatically close (return to idle) when power is removed.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.1.2 state exactly? Answer with only the text of the rule and no other words.,"The electronic throttle must use minimum two sources of energy capable of returning the
throttle to the idle position.
a. One of the sources may be the device (such as a DC motor) that normally actuates the
throttle
b. The other device(s) must be a throttle return spring that can return the throttle to the
idle position if loss of actuator power occurs.
c. Springs in the TPS are not acceptable throttle return springs"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.1.3 state exactly? Answer with only the text of the rule and no other words.,"The ETC system may blip the throttle during downshifts when proven that unintended
acceleration can be avoided. The functional analysis must be documented in the ETC Systems
Form"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.2.1 state exactly? Answer with only the text of the rule and no other words.,"An ETC system that is commercially available, but does not comply with the regulations, may
be used, if approved prior to the event."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.2.2 state exactly? Answer with only the text of the rule and no other words.,"To obtain approval, submit a Rules Question which includes:
• Which ETC system the team is seeking approval to use.
• The specific ETC rule(s) that the commercial system deviates from.
• Sufficient technical details of these deviations to determine the acceptability of the
commercial system."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.3.1 state exactly? Answer with only the text of the rule and no other words.,"The ETC Notice of Intent:
• Must be submitted to inform the organizer of the intent to run ETC
• May be used to screen which teams are allowed to use ETC"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.3.2 state exactly? Answer with only the text of the rule and no other words.,The ETC Systems Form must be submitted in order to use ETC
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.3.3 state exactly? Answer with only the text of the rule and no other words.,"Submit the ETC Notice of Intent and ETC Systems Form as given in section DR - Document
Requirements"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.3.4 state exactly? Answer with only the text of the rule and no other words.,"Late or non submission will prevent use of ETC, see DR.3.4.1"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.1 state exactly? Answer with only the text of the rule and no other words.,"The TPS must measure the position of the throttle or the throttle actuator.
Throttle position is defined as percent of travel from fully closed to wide open where 0% is
fully closed and 100% is fully open."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.2 state exactly? Answer with only the text of the rule and no other words.,"Two or more separate sensors must be used as TPSs. The TPSs may share the same supply and
reference lines only if effects of supply and/or reference line voltage offsets can be detected."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.3 state exactly? Answer with only the text of the rule and no other words.,"Implausibility is defined as a deviation of more than 10% throttle position between the
sensors or other failure as defined in Section IC.4. Use of values larger than 10% may be
considered on a case by case basis and require justification in the ETC Systems Form"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.4 state exactly? Answer with only the text of the rule and no other words.,"If an Implausibility occurs between the values of the two TPSs and persists for more than 100
msec, the power to the electronic throttle must be immediately shut down."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.5 state exactly? Answer with only the text of the rule and no other words.,"If three sensors are used, then in the case of a TPS failure, any two TPSs that agree within 10%
throttle position may be used to define the throttle position target and the 3rd TPS may be
ignored."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.6 state exactly? Answer with only the text of the rule and no other words.,"Each TPS must be able to be checked during Technical Inspection by having one of:
a. A separate detachable connector(s) for any TPS signal(s) to the main ECU without
affecting any other connections
b. An inline switchable breakout box available that allows disconnection of each TPS
signal(s) to the main ECU without affecting any other connections"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.7 state exactly? Answer with only the text of the rule and no other words.,"The TPS signals must be sent directly to the throttle controller using an analogue signal or via
a digital data transmission bus such as CAN or FlexRay. Any failure of the TPSs or TPS wiring
must be detectable by the controller and must be treated like Implausibility."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.8 state exactly? Answer with only the text of the rule and no other words.,"When an analogue signal is used, the TPSs will be considered to have failed when they achieve
an open circuit or short circuit condition which generates a signal outside of the normal
operating range, for example <0.5 V or >4.5 V.
The circuitry used to evaluate the sensor must use pull down or pull up resistors to ensure
that open circuit signals result in a failure being detected."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.4.9 state exactly? Answer with only the text of the rule and no other words.,"When any kind of digital data transmission is used to transmit the TPS signal,
a. The ETC Systems Form must contain a detailed description of all the potential failure
modes that can occur, the strategy that is used to detect these failures and the tests that
have been conducted to prove that the detection strategy works.
b. The failures to be considered must include but are not limited to the failure of the TPS,
TPS signals being out of range, corruption of the message and loss of messages and the
associated time outs."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.5 state exactly? Answer with only the text of the rule and no other words.,"Accelerator Pedal Position Sensor - APPS
Refer to T.4.2 for specific requirements of the APPS"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.6 state exactly? Answer with only the text of the rule and no other words.,"Brake System Encoder - BSE
Refer to T.4.3 for specific requirements of the BSE"
